reviewerID,review,stars
A1Z6VNAWNV7U6E,Filling and great!: Awesome products. Very filling and if you add good sauce too it it even tastes great.  I cook them with vegan Alfredo sauce or avocado sauce and serve them with chicken !,5
A1JRBE07EORKML,"Doesn't taste very good!!!!: I tried these because they come in different shapes. I like the idea of the rice shapes. There are much better tasting brands of these type of noodles. There is too much prep work with these noodles. Other brands just need to be rinsed and heated, these need to be rinsed and boiled for for a few minutes before using. Even after all the prep work they still taste bad. I'll stick with Pasta Zero brand.",2
AMQGV7002C0D3,"Learn proper cooking technique!!!!: Okay, ignore the bad reviews by people who don't know how to cook shirataki.  There is a specific way to cook these, or they are nasty.  Rinse for a full minute in cool water or until the weird (but totally natural and normal) smell goes away.  Drain well.  HERE'S THE IMPORTANT STEP.  Dry fry the noodles to the point they are sticking to your pan.  (I haven't burned them yet).  Then add your sauce/oil, veggies/meat, or whatever.  The noodles will immediately release from the pan ftom the slightest moisture.  The noodles will be chewy and filling.  I eat shirataki daily and will never go back to regular pasta.  I will say that the ""rice"" is poorly named as it is more like Jerusalem couscous",5
A2HHQZO5EDEKIZ,So-so: Eh. Not going to buy again.,2
ANDW1TDR42ZAN,"Terrible! I bought these and tried the rice: Terrible!  I bought these and tried the rice... it smells like fish (I do not eat fish)!  I decided to cook it and give it a try... nope, not good!  Tasted like wet slime.  I will not be purchasing these again",1
A2LPE10G00R97C,Five Stars: very good just like pasta,5
AUNHAF1GRT52T,"One Star: Not like noodles at all, more like wet rubber.  Tastes horrible. Waste of my money.",1
A3A6S8XKEAS6J0,Stinky sea smell: Smell like dead fish,2
A2O3QZJDAZ8TE8,"you will need to cover with STRONG SAUCE OR SPICES ...: you will need to cover with STRONG SAUCE OR SPICES...on the chewier side and will take some adapting to the taste,,might be tossing out",3
A2GDOWJ47TT4ZW,Found it quite inconsistent. Not all packages are made ...: Found it quite inconsistent. Not all packages are made the same. Mostly water and very little noodle in half of the packages.,1
A1F7PXGBVPZCRZ,I love to eat this ____: Delicious!!!  I love to eat this ____!  It's just like noodles!,5
A2Z3UV49Y0GAW4,Five Stars: They are easy to cook and very tasty!!,5
A2EM3AXSOH35O4,"Four Stars: Good, a bit firm",4
AOJKMPNXWVL94,"Pleasantly Surprised!: I was concerned over the negative reviews, and the briney smell when I first opened the pouch was a bit off-putting, but once they were done they were delicious.  I followed the directions on the pouch, rinsed them thoroughly in hot water for 30 seconds, boiled them for 3 minutes, then sauted them in a little beef broth, crushed garlic, and a teasppon of olive oil, and they tasted just like noodles.  Highly recommend.",5
AMUALBFRXZLQ7,awesome pasta alternative!: love this! gives me the freedom of having pasta again without the guilt!,5
A1DLLFIP7YGVO0,"Five Stars: Thanks to these i can have ""pasta"" on my Keto diet",5
A1HTDCTKQAO5XQ,"Weird, bizarre and horrible: Sorry, I gave them a try; they are absolutely inedible.  I tried them because they are virtually zero calorie and zero carb but what good is that if they are horrible?  I tried getting past the weird initial smell when the package is first opened but it lingered.  I tried them in several different ways, with sauce, butter, cheese etc. but no matter what I topped them with, they were slimy, slithery and I just I couldn't eat them.  The rice was KIND of okay, but it had the consistency of tapioca and not rice, even when I followed the directions to squeeze all the water from them.  Sorry, I tried, I really did. I ended up throwing them away.",1
A1XANRG1CRZGZF,"Four Stars: Great alternative to pasta. You can even microwave them, outside of the package of course",4
A2F7QHEWEKZQMU,Gross: I gave them away. Just horrible.,1
A2GFKBQXP8Q6A0,Five Stars: They taste good. The texture isn't bad.,5
AJEZKLK7ZPZUR,"Really good!: I have been following a Paleo regiment and the one thing I was starting to miss were noodles. I jumped on the zucchini noodle bandwagon (love it) but its no real replacement for noodles. Zucchini noodles are kind of like noodles. Then i tried Kelp Noodles and let it be known- those things are awful and should not be called a noodle- ever. These miracle noodles were my last resort before going on a pasta binge.
I am happy with them.
First things first, they stink. Yes they do. Dump the entire bag into a collander and get to rinsing. These are a lot like tofu shirataki noodles so they need to be rinsed completely. Once they were completely rinsed, I poured boiling water over them and then dried them with a paper towel. The texture reminds me of yam noodles.
These are not like regular pasta. However, they do satisfy a noodle craving. Due to their texture, i don't think they taste good with marinara sauce or pesto. These are BEST in soups/stews and stir frys. These noodles in my coconut curry stew- perfect- couldn't tell they were noodle susbitutes.
Just remember to rinse REALLY well!",4
A1IAQLT4JNLQ9T,One Star: Really odd texture.,1
A7AIDQFTDHGAX,Five Stars: because these noodles take on the flavor of the sauce/food flavors and have no calories.. well worth your money,5
A3FR6ZVW9Y4GKH,"truly a miracle.: i like to drain these, rinse them under the faucet for a few seconds then place in a pan with about 1 inch of chicken stock and a pat of butter, high heat until the liquid boils off (stirring occasionally). after all that remains is the shirataki rice i like to stir constantly over high heat until they are no longer mostly translucent. when they begin to turn white i add spinach, feta and basil until the feta begins to melt and the spinach is cooked. it turns out excellent everytime! :) takes a while to cook them down this way but they become far less rubbery this way! :) can also be done the same way with the noodle versions.",5
AGKASV00GGOHW,"Five Stars: Good product, good price. We re-order again and again.",5
AROR1O5BZEQIB,"Excellent Low Cal Pasta Alternative!: I love Miracle Noodles.  If you are expecting them to be identical to regular noodles, you will be disappointed.  But if you are looking for a no calorie/gluten free/pasta alternative, these are awesome!

They have a slightly chewy texture, comparable to al dente pasta.  There is a particular scent to them, but if you follow the rinsing instructions and add seasoning, I cannot taste anything different.

These are great in stir-fries, with butter, Italian sauces, and more.  I'll be keeping these on Subscribe & Save!",5
A3E8Q6EP73KX7Y,"Ok for what they are.: not real impressed, taste king of different.",3
A14L96OSA751RT,"Weird texture and taste: This product has a weird texture and is essentially tasteless.  Even after washing, boiling, and drying, the ""noodles"" have a funny taste.",1
A2VZNW85W3E86E,Five Stars: 1,5
A2E0RDMJJL9BQS,"it's not like having regular pasta: Well, it's not like having regular pasta ,but it really work if your trying to lose weight!",5
A2ZWDDX4ZMJ17U,great for non carb diets: these are good if you follow the directions on the package. does need other flavors to enhance,4
A1MEKT4RWH6K9Y,"Great noodles: Love these gluten free noodles! Well it took me a little while to get used to preparing them, these are now a staple in my house",5
A2OIA87U8HMTHO,"I like this noodles: I like this noodles. I wash them with water, then dry them some in a pan and add a tomato sauce sprinkled with parmesan. After eating them, I feel full,  with virtually no calories and carbs. No more trips to the fridge at night. The only caveat is that they are too expensive.
Otherwise I would eat them every night.",5
A28U5ONVHIX2LA,"If it's pasta you're after, this is not the fix.: The texture of these ""noodles"" remind me more of bean sprouts than pasta.  If you go in with that mindset you'll be fine. Even so, I don't believe these will become a staple in my diet.",3
AXPDKD6TLMKSZ,Okay: Not bad but I hated the fettuccine noodles,3
A2BY1DRVCVA7DH,"like every other reviewer has said: Ok, like every other reviewer has said, these are NOT like regular pasta.  They are very good for what they are, but they are not regular pasta, and I don't think they're really a viable substitute for it, though people report otherwise.

These are clear noodles that strike me as being most similar to rice noodles or soba noodles.  They come packaged wet, in a brine type solution that yes, smells briney or fishy out of the package.  I followed the directions on the brand's website, rinsed for a few minutes, then boiled for 2-3 minutes, then dry roasted in a cast iron pan to get the liquid out.  I added a mixture of soy sauce, sweet Asian sauce of some kind, and chicken broth, and ate the rice version of them as a side under my peppered pork loin, and they were quite good, though I think I needed to rinse or boil a bit more because they still had a wee tad of a briney smell.

I think the rice variety is better suited to soups than fried rice or lo mein type dishes, it's not really a great rice sub. I'll continue going to brown rice or quinoa to sub for rice, though I'd totally pop these into chicken noodle soup.  I haven't tried the noodle varieties yet.  I wouldn't do these with Italian style pasta sauces, although I guess it's possible the fettuccine varieties might work under a heavier meat sauce.

Are these noodles going to be a daily staple for me? No, but they shouldn't be, either; your body needs more than just the fiber these are made of.  Like I said, I'll still use quinoa and brown rice.  These pretty much absorb the flavor of whatever you put them in, but they are a bit of work and the texture is not regular pasta.  It's more like an Asian noodle texture, which, duh.  I think they'd work best in Asian inspired dishes; pad thai, lo mein, that sort of thing.  They're good, though, you just need to know what you're ordering.

And seriously, rinse rinse rinse rinse rinse.  It's important.",4
A2TLB0Z0QV9L1E,Love em.: We love there.,5
A38P1D9RAHN2IC,"OK if used with lots of sauce: Love that they are gluten free, but weird texture and taste.",3
A3UYJU7KGEKYPA,One Star: One of the bags had a hole in it and the water leaked everywhere,1
A333QGN06U7BV2,Miracles do come true: These are kind of a miracle. I learned that its best to follow the directions exactly when cooking. If you do that and add some spices or butter to them AFTER you cook them as indicated...they are really good!,5
A16ANBASVMEDKT,"I love these ""noodles: I love these ""noodles."" They taste just like pasta. I'm not sure why there are bad reviews, you do have to follow the directions, but if you do, the noodles are a great addition to low-carb diets.

Follow the instructions and you'll enjoy them too!",5
A7DC6U2TQ871E,One Star: Horrible!! Noodles were smooched and had no flavor,1
ADNSS8JDIVZOY,Similar but better than rice noodles: Be aware there is a smell to these when you first open the package but it rinses off easily.  Super easy to make and doesn't get water-logged and mushy like rice noodles.  They have a thicker but similar texture to rice noodles.  I love them!,4
AASYOMO8FD7WK,"wonderful. Fast shipping: As a seller, wonderful. Fast shipping. Great packaging. The product itself....... well.... it works. I was actually kind of ok with the texture. But the fact that the noodles couldn't absorb any flavor at all... I almost vomited while eating it. Personally, I wouldn't buy it again. But that's me. If you're ok with bland food, this is a wonderful health product.",5
A3B9NQL8NDHF73,"These are great. Rinse and there is no scent: These are great.  Rinse and there is no scent.  They are not flavored r.  I would use them in a veggie stir fry, not spaghetti.  If u r on a diet and want that dull feeling, go nuts on these!",5
ARZJNSDPG6ZOU,"TERRIBLE: THE TASTE AND SMELL ARE AWFUL.
BECAUSE I  ENJOY RICE I THOUGHT THE WOULD BE A HEALTHIER CHOICE.
I WILL CONTINUE TO ENJOY MY BROWN RICE.
.",1
A8M88K64HPACT,"This is the 2nd time I purchased miracle noodles and they were bad. Stick to the real source: The product was spoiled. This is the 2nd time I purchased miracle noodles and they were bad. Stick to the real source, miraclenoodle.com",1
A9BFDSE7AFE74,"VILE!: I rinsed and cooked according to the directions.  The flavor is a little bitter, but the texture is like eating a bowlful of ligaments.  Still gagging.....",1
A264GR0KC873K7,Three Stars: the food makes my stomach hurt,3
A1LG943AF6TZLL,"Best carb free noodles created: Best carb free noodles created. Easy to cook with for Noodle soup or in sauce, but whatever you do, do not smell it before you rinse it. It will ruin the taste for you forever!",5
A3FH7TDH7X1DZF,"It's not bad but not particularly good either: The fishy smell people talk about goes away with correct preparation but the consistency, even after drying them out and crisping them a bit, is a bit off putting.  It's not bad but not particularly good either.  Your results may vary so its worth a shot.",3
A12NKUB28A8G16,"Two Stars: I was disappointed in the flavor, like eating paste, would not recommend this product to anyone...",2
A31NY6EBH7LR7W,"Truly a miracle food for your miracle weight loss!: I finally learned how to cook these noodles and they are a low carbers dream.  These are not quite as good as the Shiritaki Tofu miracle noodles, but at about $1 less a package, who cares?  Theres not that much difference.  You must learn how to cook them or you will be offended by them.  The texture is different that a regular rice or wheat noodle, but not offputting.  Empty the package in a strainer and rinse, rinse, rinse.  I then put mine in a tupperware container and soak and about every 20 minutes or so rinse and re-soak.  Sometimes I leave overnight in the fridge, just depends.  When there is no fishy smell (no they have no fish products, its just the liquid they are in) pat them dry and dry out in the microwave for about 2 minutes.  Then use however you wish in place of regular noodles.  I usually make an asian noodle bowl with a homemade sugar free teriyaki sauce, fresh veggies and grilled chicken or shrimp.  I''ve even put marinara or meat sauce on them.  When you are trying to lose weight sometimes you just need to sit down to a big plate of hot food and eat until you are full.  These noodles allow you to do that and fill completely satisfied.  I bought a case of these several years ago and finally threw them away because I didn't know how to cook them.  Now I lament that loss!",5
A2YJS9M1R7NCAE,"Buyer beware!: This is the worst!  Not only is it over priced for the amount received,  the taste and smell are aweful!  What was I thinking?",1
A1SR8C8OXJZPKP,"These are a very good substitute for pasta and rice: These are a very good substitute for pasta and rice, and, unlike other shirataki noodles, they don't contain soy or rice flour.  The key is proper preparation: Open package, disregard smell and rinse rinse rinse rinse!

I throw the fettuccine in a casserole, add butter and heavy cream, some crumbled bacon bits, salt & pepper: delicious!",5
AVNGKSB1AMU32,"Three Stars: that smell is rough, but normal.",3
A1D5HDA3E9CPK2,"Amazing!: Five stars for no carbs. I subtract one because they really do smell terrible when you open the package. Here's how to deal: pour noodles into a strainer or colander. Rinse and rinse and rinse for quite a while. Instead of boiling, I put them on a plate and microwave them for about two minutes. Then, pour off the fluid that came out of them while hearing, and dry then with paper towels. If you do this, you won't taste that stank. They really will be like rice noodles (the kind they out in pad Thai) and you will feel like you're eating a real noodles, with truly no carbs. Very satisfying to my mouth, which takes such joy and pleasure in eating pasta. Spaghetti sauce, yum! Asian style, yum!",4
A2MZOXEKFFDWZR,"Great for low calorie, low carb or no gluten diets!: I think the reviews on here are funny, and some people get so dramatic about the flavor.  IT'S NOT THAT BAD, PEOPLE!!  Yes, the initial odor is a tad ""fishy,"" but it's truly not that bad unless you absolutely hate any sort of fishy/seafood smell.  I was personally doing a low-calorie HCG diet and that's how I stumbled across these noodles, but I think they're great for people who are simply looking for a low calorie/carb-free noodle or are on a no/low gluten diet.  I did a lot of research to determine how to properly cook these, and there are two main methods I found:

1. Strain the packet of noodles into a colander and rinse well with warm water.  Add noodles to a pot of water, bring to a boil and then strain.  Rinse with warm water.  Add back to a pot of water and bring to a boil, strain and rinse one last time in warm water.  This nearly 100% eliminates any smell, and the product itself has very little flavor.  Now you can use the noodles as directed in your recipe.

2. Strain the packet of noodles into a colander and rinse well with warm water.  Put noodles on paper towels and pat dry.  Add a little oil to a saut&eacute; pan and add the noodles.  Spread the noodles out and let cook 2-3 minutes, stirring occasionally.  Then use as directed in your recipe.

I personally found the first method (2x boiling) to be my preferred and I felt it eliminated the fishy smell more effectively.  I simply boiled the noodles 2 times while cooking other parts of the meal.  I made a homemade ground turkey tomato sauce to put on the noodles, and both my boyfriend and I thought it was very tasty!  Yes, the texture is a little chewy as some reviewers have mentioned, but with the addition of ground turkey (or meat, in general) you tend to not notice it.  I think adding foods with texture is key!",4
A2KMT3IJH4FQSR,"Nice as a sub for pasta: Nice as a sub for pasta.  A little fussy in prep and texture is not wonderful, but it's nice to be able to eat a low carb, gluten free noodle.",3
AFJJM3HYWGNY1,"Love this product!!: If you are looking for a gluten free alternative, look no more!  I love this product, it takes on the taste of whatever sauce you use with it and it provides fiber.  The ONLY drawback is when you open the package to rinse with water, it does have a fishy smell, this is normal and does go away with the 1st rinse.  Just know to hold your breath while you make that first rinse and you will be good!!!!!",5
A1HJNG5SF7P2ZG,"if you can get pass the smell of when you first open the bag you will enjoy these: very filling, smell horriable when you open the bag, but once rinsed off they are fine, liked all of them",4
A12Z3HEEWEGNBK,"Easy to: Taste okay, no weird taste. Easy to use",5
A1PT21NQPH4YQX,I like calamari but could not eat this: discussing .. Sorry but I would rather just not eat. I like calamari but could not eat this.,1
ANH2H4UCD8T2Y,I love miracle noodles: I love Miracle noodles. They are easy to cook and taste good.  Whatever you cook them with they take on that taste. I have only made stir fried dishes.  Mostly they are calorie free!,5
APBZB8U42DSXT,Great for low carb diet: Great for low carb diet.  Keeps well.  Even after boiling per instructions could still smell some fishyness.  This did not put me off.  I used it with spaghetti and also beef stroganoff.,4
A2HAHBKHCBKOSG,Better alternatives out there: It's okay but spaghetti squash is a better noodle substitute.,3
A2MGBO8QBVYU97,Five Stars: LOVE IT...once you get used to the flavor it is so worth skipping out on the carbs,5
A2TYVPVWTHD7GT,EW!: These tasted like I was eating cartilage! They have this aftertaste that made me so nauseous I could not even finish it. I ordered a pack of 6 and 5 packs have been sitting in my cabinet for weeks and i have NO plans on eating them! Yuck!,1
AIED3L62GG0WT,"Total hit!: I was skeptical, to say the least x but i was on a really strict diet and desperate for ""pasta"".  I bought these as a last resort and i was pleasantly surprised. I will day, it does smell when you open the package but i expected that from the other reviews. Once you rinse and boil like the package says everything is perfect. You just add your sauce and enjoy! Totally hit the spot for my no carb diet.",5
A3TOP9MBTATSQK,Takes on the flavor of the spices you cook it with. excellent: watch the youtube videos to use properly. great substitute for my Paleo diet.,5
A3GOEOXDR8WDL6,One Star: Literally feels like a worm in your mouth,1
A10CGTF3GZ2V65,Really good: Lots of tasty options for these noodles.,4
A1K8MKQN10G1KA,"Will not replace rice or pasta for you...: These will in no way replace regular pasta, not even for asian dishes. The bite it completely different and it does have a weird non-flavor - as if the absence of flavor really bothers me. I will continue eating these since I know they are much better for me than pasta, but I will always be able to tell the difference in flavor and texture :(",3
A2LZ8H880UL7XC,"These are fantastic!: Ok, they have a weird smell when you open them, BUT as the instructions tell you, after boiling it completely goes away.  They totally absorb the flavor of what you're cooking.  Aside from a slightly thicker texture, I thought I was eating regular noodles.  Also, it's BIG serving for 10 calories.  I'm ordering more.",5
A35G7QQDTIJV42,Awesome zero-calorie filler upper: Try this with Greek seasoning. Awesome zero-calorie filler upper!,5
A7VL3FCQTX7QG,Two Stars: Causes nausea,2
A1WCT16SVM4DWL,"Expensive and kind of gross.  Works though.: Apparently you can get these at the Japanese store, in similar bags, for a couple bucks. Oops.  Also it works for weight loss but the smell and texture are not unlike rotten jellyfish.",3
AZSQF04XPDTM4,Fantastic: The noodles take on flavor very well. Extremely satisfied. Will be buying again :),5
A19OJ29C4Z8JW5,"These noodles are a great addition to a low carbohydrate lifestyle: These noodles are a great addition to a low carbohydrate lifestyle. They aren't exactly like traditional pasta, but for zero carbs they satisfy the craving without the carbs. The texture is a bit more chewy and they do need to be rinsed well, but they are the best low carb noodle I have found! I use them for a wide variety of dishes calling for noodles and have liked them in almost everything. They help me choose healthier meals and I will definitely repurchase them in the future!",5
A39UNDEQ9YV7N7,No calories?  Love it!: No Calories - what could be wrong?,4
A82XDGRKGHSFP,good way to extend rice: Great to add to regular brown rice to lessen the carb load.,5
A1C9HSA5ILG4ZU,"Great noodles for specific dishes: Great noodle but make sure you pick your dishes wisely.

These noodles are nice since they are no calorie and also help you feel full. However do not think of them as a direct substitute for all noodles.

Use the descriptions like ""Fettuccini"" and ""Angel Hair"" just to gauge the size and shape of the noodle. If you think you are going to make awesome spaghetti with red sauce with these, think again.

Like many other reviewers have mentioned, a lot of asian dishes do well with these noodles. I would say dishes that use rice noodles will be fairly safe with these noodles.

My favorite is an improvised pad thai using sriracha and peanut butter. There are a few recipes online that specifically call for these noodles for pad thai.",5
A37Z3TL9WKOX95,"Horrible texture.: Horrible. Followed the cooking directions exactly. The texture is like putting sauce on a rubber band. Found this to be not palatable at all. Unfortunately, I waited too long to try them and am out of the 14 day window to return. Even though the packages are good for a year. Would never try again.",1
A12XFAAO05KNA9,We love these. Rinse them well in cold water then ...: We love these. Rinse them well in cold water then heat using very hot water. Add sauce and enjoy. They are yummy.,5
AB6QZWTQR54XU,"zero cals, carbs, sugars.: 0 calories, bland, but that's why i ordered it!",4
AJIC46RSF0HU1,"tasted like a rubber band: No matter how I cooked it,  tasted like a rubber band",1
A1CY4WAO8ZQVAM,"Astonishingly good, but do your research!: Like most other people, I was a little nervous about trying these noodles. Honestly, I'm seriously impressed with how good these are!

Pros:
- They absorb flavor REALLY well. The longer they sit in a sauce the better.
- They are very filling. I've made my own version of ramen twice now with these noodles, and I've come away very full. This is a great contrast to the normal ramen. I could eat two bowls of the carb-y ramen before getting satisfied.

Cons:
- They take some special prep which adds some cooking time. This isn't really a huge deal unless you were specifically looking for a fast low carb option for noodles.
- The texture is a little off. This is to be expected, and it's not really unpleasant. The noodles just have a little bit of a chewy texture. To help with this, I boiled mine for 3 minutes, and then fried them in a pan before adding them to my dish. It's still not perfect, but really quite good.

I did some research and I suggest other potential buyers do the same. The general consensus is that you really need to rinse these noodles for 3-4 minutes under cold water to remove any flavoring form the liquid that they are stored in. As far as how to cook them, that's up to you. Get creative! Find your favorite way!",5
A4AGGSFGN7DWN,Five Stars: I love miracle noodle for making mac and cheese.  Packing was great.  Everything was just as described.  Thank you.,5
A1TFD4GR6G2NMN,"Very good substitute: My husband and I love these noodles.  I was a little skeptical after reading the reviews about the ""fishy smell"".  I can honestly say the smell is no worse than the smell when I open a package of salmon from Costco and cut it up for freezing.  Once you rinse the noodles and toss in a pan with whatever sauce you are using there is NO fishy smell or taste.  If you have been wanting a good pasta substitute do not hesitate to try these noodles.  There is a slightly more ""slimy"" texture (hate that word but can't think of anything else) but once they are mixed with other veggies/meat you really don't notice it.  Our favorite way of using these is with a stir fry sauce but we have used spaghetti sauce and it was fine too.",5
ACXLIKRW4TRL,"pretty good: They are pretty good, one leaked while in transit so that one we tossed and had to wash the other bags. Made it a soggy mess upon arrival.",4
AXSM5S1HNL5EG,Yuck!: Did not care for this at all. Followed directions to the last letter and it still was awful,2
A3SF7RTQPHFWHE,"no calories is great, is just the fishy odor that is kind ...: For a no carb, no calories is great, is just the fishy odor that is kind of bad when you open the package but if you follow the instructions the odor will go away. My favorite way is to cook chicken breast, add a little bit of green curry sauce and add to the pasta is awesome!",5
A2X5CCEZP3QNR4,One Star: Yuck.,1
A3JRCV14TV8U3C,"the smell of the liquid that these come in is pretty nasty. Your first step will always be to ...: First off, yes, the smell of the liquid that these come in is pretty nasty.  Your first step will always be to rinse them thoroughly.

However, once you'd done that, they have no odor and no flavor.

The one remaining problem is that they aren't hard like regular noodles or rice, but slightly squishy.  This doesn't bother me at all, but my wife can't tolerate the noodles because of it.  She loves the rice, though.

My current favorite thing to do with this is to rinse them, then throw them in a frying pan and cook them a few minutes.  Then I throw in some herbs and spices (seasoned salt, steak and chops grinder, garlic, etc) and some kind of meat.  For some asian taste, use some soy sauce as well.  It tastes awesome that way.

If you're on a diet, these are a great way to bulk up a meal without adding calories.",5
A3QFAKVIGHYTF4,Five Stars: AMAZING my family loves these!!,5
A3F6XUKRV9BCRF,"The noodles are not bad. Like it is mentioned in every other comment: The noodles are not bad. Like it is mentioned in every other comment, the noodles smell like fish. More specifically, they smell like the shrimp section of the fish market with a hint of a chemical like after smell (if that' actually a thing). In terms of preparation, I washed the noodles for a long time in a strainer until most of the smell was gone. I washed the noodles for like three or four minutes to be honest. Then I got a pan and just heated the noodles up on a dry pan. After this, I mixed it with some regular red pasta sauce and ate it. In terms of taste, it does not feel like I am eating pasta. It is not bad, Something about normal pasta enhances the taste of the sauce (or the other way around) which does not happen with these noodles. It just tasted like sauce. If you are curious, I think you should try it. I made one packet but I really have not desired to make another. Again, it was not bad tasting. It just didn't feel satisfying. It did fill me up (so I ate like the whole package that's probably why) so I guess its not bad if you are trying to lose weight. The portion in one packet is very small in my opinion, Like I said, I ate the whole packet and it contained multiple servings. My roommate had a good point that there was no nutritional value to these noodles. It made me realize that I wasn't really saving that much in terms of calories, and there was no real benefit to the noddles for my health. So that's probably why I haven't ate them again. But again, if you are curious like I was, give them a try. It might be for you.",3
A2FRFG4ZEIOPZN,"Tapioca?: I just got my order of miracle noodles today. It arrived in good shape. I prepared the rice. First of all, the smell was not bad. Canned salmon has a much stronger smell. I followed the directions on the bag and the ""rice"" came out great. It has no flavor. It looks and has a mouth feel exactly like tapioca.",5
A10XJ90UZ53WJ1,"Not for every taste: This my personal review though, I didn't like the texture of the noodles, to rubbery for my taste. I still ate a whole package of fettuccini, but was hard for me. I really wanted to like this Lol.... but nah I can't deal with that texture. Other than that I was waiting to smell that mega nasty smell everyone complains about, and I mean it doesn't smell like bacon when you open the package, but  it's not that terrible, all you have to do is rinse with cold water, and cook in boiling water for some mins. Once prepared the smell is 100% gone. But if you are picky with the consitency/texture of food, I highly recommend sticking to zoodles. Hope my review help you!",1
A2JMZT2IWOOIJP,A healthier alternative: Great product to replace pastas!  Quick and tastes great!,4
A3GB3R081QAN3G,Five Stars: I loved these.,5
A3R27T4HADWFFJ,BUY: Tastes wonderful,5
A1WG4BX1KLT811,I didn't like the texture nor the taste: I didn't like the texture nor the taste. I would rather just not eat noddles. I have no problem with the seller or their description. It was my personal taste.,2
A30INMNWW3FUF6,"these products are great. and while not an exact replica of real ...: for those of you who miss eating noodles, these products are great. and while not an exact replica of real pasta, this is the closest i have found and find them to be quite tasty in soups and sauces.",5
AHYDR0SD654ZT,"Surprised with the results! Definitely Recommend.: I was very skeptical about these reading other reviews. I found a review of this and a couple others on YouTube and the guy said to make sure to rinse for 2-3 min, par-boil for 2-3 min and then dry fry them until they squeak when pressed - again another 2-3 min. Between the boiling and dry frying I left them out on a towel to dry even more.
My recipe was shrimp Alfredo, and I honestly could hardly tell it wasn't whole grain pasta. There was a little bit of a firmer texture, like al dente pasta, but I like my pasta that way so it didn't bother me.
I've been on keto for 2 weeks and am trying new recipes and will definitely make pasta dishes with these, and would recommend them. My only negative is the price.",5
A3MNSIZGPXQFQB,"but seasoned well they are a great way to reduce carbs and still get to eat ...: These are kind of a strange texture, but seasoned well they are a great way to reduce carbs and still get to eat the classic dishes you love.",4
A375CIANX5IPI7,Never again: I will eat what I bought.  But would not recommend them.  Too many steps and no taste or real substance.,1
A3CM0WH7B946QV,"Disgusting: I'm not a picky person, but I couldn't stomach this product. I tried the ""rice"" first, prepared according to the directions, and was very turned off by the texture. Then I tried the noodles, again prepared according to the directions, with pasta sauce, and could not take more than a few bites. It made me gag. The texture is so gross, like chewing on eyeballs! Yuck. I had to dump it down the disposal. I won't order this again.",1
A3F3MEX0R7OB1S,"They work great for me: I love these noodles. They allow me to stay on my low-carb diet and still enjoy spaghetti. beef stroganoff .(I use the linguini noodles for that) and other recipes that call for noodles. They require a little extra work but they are worth it. Some people don't like the initial smell right out of the bag, but once they are rinsed and cooked they are ready to go.",5
A1P4C5CZNTTE7K,I couldn't escape the sensation of feeling like I was eating worms: These were awful. I couldn't escape the sensation of feeling like I was eating worms...gross.,1
A3G86RRNXOK56S,"all liquid - appear to have been a defective batch: Not sure if I received defective product; however every package was pure liquid.  (And I ordered 4 boxes of 6 pouches each)
Amazon was amazing as usual and process a full refund the next day.",1
A1ZA7KFHJTYOZP,prep is very time consuming. You must boil noodles ...: prep is very time consuming.  You must boil noodles then drain the cook water out of noodles in dry pan over heat.  Other brands do not need this.,1
A3HI69EFF7HIX7,"but a great replacement for pasta: A little soft, but a great replacement for pasta.",4
A3D9YMMU84L5U1,"in Asian cuisine  taste really good actually  but don't have the same texture as ...: They work well, in Asian cuisine  taste really good actually  but don't have the same texture as a spaghetti substitute. Also, the cost is pretty high compared to pasta or rice. It is a good product, but too expensive to use as a main dish.",3
AJQW5ZQT2S3LT,noodles: love these noodles....can have noodles without all the carbs.......,5
A2CEERUF9UVA2E,Good!!: Let me say these are amazing... I was so worried after some of The reviews said the smell is horrible... Out of the bag they have a light fish scent but once I rinced them really good in cold water that went away! I cooked them for 6 mins in boiling water after some of the reviews suggest boiling them longer to soften the texture.. Let me say 2 bags made me two meals but I mixed the noodles with other stuff... I used half a jar of light Alfredo sauce chicken and broccoli for the fettuccine noodles and for the rice I used the other half of light Alfredo sauce ham cubes cheese .. Onions and cooked in a casserole dish with bread crumbs on top.. For the angel hair I had use turkey meat balls and light tomato sauce plenty of seasoning!! Wow ... Did the trick for me... The only difference I noticed was the pasta had no flavor an was a little chewy ... Other then that perfect... Basically the same thing really helpful I you are on a diet!! I will by buying agian.. I really enjoyed the rice and fettuccini the best... Good substitute... Takes on te flavor of whatever u make it with... Plz try... If u can get over them being chewy and the smell before u rince that goes away they are a winner!!,5
A2Y5D4YASLYIN8,Angel Hair is Better: there OK - prefer the spinach angel-hair,3
AAVS9BIHQ1NWG,Wright on.: Wright on.,3
A3W3WDF85ITON6,They are pretty tasteless. The smells is horrible: I tried so many different ways to cook these but I just could not get over the texture. They are pretty tasteless. The smells is horrible. You open it and it smells like rotting fish!!! Maybe I got a bad batch but I can't get over the smell and feel. Wish they were better because they are so low calorie and they are great for dieting. Can't see myself buying these again.,1
A38ZP42DQ5K4BJ,"Love these noodles!: These noodles are great. If you are not eating carbs for one reason or another, you'll love Miracle Noodles.  Follow the directions and you'll be enjoying pasta with your meal. They are essentially flavorless so whatever sauce you make will flavor them.  A great no carb solution to getting your pasta fix!",5
